0.00,100,160,1,smallGrid,40,0.4
0.00,100,160,2,smallGrid,40,0.4
0.00,100,160,1,smallGrid,40,0.6
0.00,100,160,2,smallGrid,40,0.6
0.00,100,160,1,smallGrid,40,0.8
0.00,100,160,2,smallGrid,40,0.8
0.02,100,160,1,smallGrid,40,1.0
0.01,100,160,2,smallGrid,40,1.0
0.00,100,160,1,smallGrid,60,0.2
0.00,100,160,2,smallGrid,60,0.2
0.00,100,160,1,smallGrid,60,0.4
0.00,100,160,2,smallGrid,60,0.4
0.00,100,160,1,smallGrid,60,0.6
0.00,100,160,2,smallGrid,60,0.6
0.00,100,160,1,smallGrid,60,0.8
0.01,100,160,2,smallGrid,60,0.8
0.01,100,160,1,smallGrid,60,1.0
0.02,100,160,2,smallGrid,60,1.0
0.00,100,160,1,smallGrid,80,0.2
0.00,100,160,2,smallGrid,80,0.2
0.00,100,160,1,smallGrid,80,0.4
0.00,100,160,2,smallGrid,80,0.4
0.00,100,160,1,smallGrid,80,0.6
0.00,100,160,2,smallGrid,80,0.6
0.01,100,160,1,smallGrid,80,0.8
0.00,100,160,2,smallGrid,80,0.8
0.01,100,160,1,smallGrid,80,1.0
0.02,100,160,2,smallGrid,80,1.0
0.00,100,160,1,smallGrid,100,0.2
0.00,100,160,2,smallGrid,100,0.2
0.01,100,160,1,smallGrid,100,0.4
0.00,100,160,2,smallGrid,100,0.4
0.00,100,160,1,smallGrid,100,0.6
0.00,100,160,2,smallGrid,100,0.6
0.00,100,160,1,smallGrid,100,0.8
0.00,100,160,2,smallGrid,100,0.8
0.00,100,160,1,smallGrid,100,1.0
0.06,100,160,2,smallGrid,100,1.0
0.00,100,180,1,smallGrid,20,0.2
0.00,100,180,2,smallGrid,20,0.2
0.00,100,180,1,smallGrid,20,0.4
0.00,100,180,2,smallGrid,20,0.4
0.00,100,180,1,smallGrid,20,0.6
0.00,100,180,2,smallGrid,20,0.6
0.00,100,180,1,smallGrid,20,0.8
0.00,100,180,2,smallGrid,20,0.8
0.01,100,180,1,smallGrid,20,1.0
0.01,100,180,2,smallGrid,20,1.0
0.00,100,180,1,smallGrid,40,0.2
0.00,100,180,2,smallGrid,40,0.2
0.00,100,180,1,smallGrid,40,0.4
0.00,100,180,2,smallGrid,40,0.4
0.00,100,180,1,smallGrid,40,0.6
0.00,100,180,2,smallGrid,40,0.6
0.00,100,180,1,smallGrid,40,0.8
0.00,100,180,2,smallGrid,40,0.8
0.01,100,180,1,smallGrid,40,1.0
0.02,100,180,2,smallGrid,40,1.0
0.00,100,180,1,smallGrid,60,0.2
0.01,100,180,2,smallGrid,60,0.2
0.00,100,180,1,smallGrid,60,0.4
0.00,100,180,2,smallGrid,60,0.4
0.00,100,180,1,smallGrid,60,0.6
0.00,100,180,2,smallGrid,60,0.6
0.00,100,180,1,smallGrid,60,0.8
0.00,100,180,2,smallGrid,60,0.8
0.01,100,180,1,smallGrid,60,1.0
0.01,100,180,2,smallGrid,60,1.0
0.00,100,180,1,smallGrid,80,0.2
0.00,100,180,2,smallGrid,80,0.2
0.00,100,180,1,smallGrid,80,0.4
0.00,100,180,2,smallGrid,80,0.4
0.00,100,180,1,smallGrid,80,0.6
0.00,100,180,2,smallGrid,80,0.6
0.00,100,180,1,smallGrid,80,0.8
0.00,100,180,2,smallGrid,80,0.8
0.01,100,180,1,smallGrid,80,1.0
0.02,100,180,2,smallGrid,80,1.0
0.00,100,180,1,smallGrid,100,0.2
0.01,100,180,2,smallGrid,100,0.2
0.00,100,180,1,smallGrid,100,0.4
0.00,100,180,2,smallGrid,100,0.4
0.00,100,180,1,smallGrid,100,0.6
0.00,100,180,2,smallGrid,100,0.6
0.01,100,180,1,smallGrid,100,0.8
0.00,100,180,2,smallGrid,100,0.8
0.02,100,180,1,smallGrid,100,1.0
0.01,100,180,2,smallGrid,100,1.0
0.00,100,200,1,smallGrid,20,0.2
0.00,100,200,2,smallGrid,20,0.2
0.00,100,200,1,smallGrid,20,0.4
0.00,100,200,2,smallGrid,20,0.4
0.00,100,200,1,smallGrid,20,0.6
0.00,100,200,2,smallGrid,20,0.6
0.00,100,200,1,smallGrid,20,0.8
0.00,100,200,2,smallGrid,20,0.8
0.03,100,200,1,smallGrid,20,1.0
0.03,100,200,2,smallGrid,20,1.0
0.00,100,200,1,smallGrid,40,0.2
0.00,100,200,2,smallGrid,40,0.2
0.00,100,200,1,smallGrid,40,0.4
0.00,100,200,2,smallGrid,40,0.4
0.00,100,200,1,smallGrid,40,0.6
0.00,100,200,2,smallGrid,40,0.6
0.00,100,200,1,smallGrid,40,0.8
0.00,100,200,2,smallGrid,40,0.8
0.01,100,200,1,smallGrid,40,1.0
0.01,100,200,2,smallGrid,40,1.0
0.00,100,200,1,smallGrid,60,0.2
0.00,100,200,2,smallGrid,60,0.2
0.00,100,200,1,smallGrid,60,0.4
0.00,100,200,2,smallGrid,60,0.4
0.00,100,200,1,smallGrid,60,0.6
0.00,100,200,2,smallGrid,60,0.6
0.00,100,200,1,smallGrid,60,0.8
0.01,100,200,2,smallGrid,60,0.8
0.01,100,200,1,smallGrid,60,1.0
0.01,100,200,2,smallGrid,60,1.0
0.00,100,200,1,smallGrid,80,0.2
0.00,100,200,2,smallGrid,80,0.2
0.00,100,200,1,smallGrid,80,0.4
0.00,100,200,2,smallGrid,80,0.4
0.00,100,200,1,smallGrid,80,0.6
0.00,100,200,2,smallGrid,80,0.6
0.01,100,200,1,smallGrid,80,0.8
0.00,100,200,2,smallGrid,80,0.8
0.01,100,200,1,smallGrid,80,1.0
0.02,100,200,2,smallGrid,80,1.0
0.00,100,200,1,smallGrid,100,0.2
0.00,100,200,2,smallGrid,100,0.2
0.01,100,200,1,smallGrid,100,0.4
0.00,100,200,2,smallGrid,100,0.4
0.00,100,200,1,smallGrid,100,0.6
0.00,100,200,2,smallGrid,100,0.6
0.00,100,200,1,smallGrid,100,0.8
0.00,100,200,2,smallGrid,100,0.8
0.01,100,200,1,smallGrid,100,1.0
0.00,100,200,2,smallGrid,100,1.0
0.01,200,220,1,smallGrid,20,0.2
0.02,200,220,2,smallGrid,20,0.2
0.01,200,220,1,smallGrid,20,0.4
0.01,200,220,2,smallGrid,20,0.4
0.01,200,220,1,smallGrid,20,0.6
0.01,200,220,2,smallGrid,20,0.6
0.02,200,220,1,smallGrid,20,0.8
0.01,200,220,2,smallGrid,20,0.8
0.01,200,220,1,smallGrid,20,1.0
0.02,200,220,2,smallGrid,20,1.0
0.01,200,220,1,smallGrid,40,0.2
0.01,200,220,2,smallGrid,40,0.2
0.00,200,220,1,smallGrid,40,0.4
0.00,200,220,2,smallGrid,40,0.4
0.00,200,220,1,smallGrid,40,0.6
0.01,200,220,2,smallGrid,40,0.6
0.01,200,220,1,smallGrid,40,0.8
0.01,200,220,2,smallGrid,40,0.8
0.01,200,220,1,smallGrid,40,1.0
0.02,200,220,2,smallGrid,40,1.0
0.01,200,220,1,smallGrid,60,0.2
0.01,200,220,2,smallGrid,60,0.2
0.01,200,220,1,smallGrid,60,0.4
0.00,200,220,2,smallGrid,60,0.4
0.01,200,220,1,smallGrid,60,0.6
0.02,200,220,2,smallGrid,60,0.6
0.00,200,220,1,smallGrid,60,0.8
0.00,200,220,2,smallGrid,60,0.8
0.03,200,220,1,smallGrid,60,1.0
0.02,200,220,2,smallGrid,60,1.0
0.01,200,220,1,smallGrid,80,0.2
0.01,200,220,2,smallGrid,80,0.2
0.02,200,220,1,smallGrid,80,0.4
0.01,200,220,2,smallGrid,80,0.4
0.00,200,220,1,smallGrid,80,0.6
0.01,200,220,2,smallGrid,80,0.6
0.01,200,220,1,smallGrid,80,0.8
0.02,200,220,2,smallGrid,80,0.8
0.01,200,220,1,smallGrid,80,1.0
0.06,200,220,2,smallGrid,80,1.0
0.02,200,220,1,smallGrid,100,0.2
0.02,200,220,2,smallGrid,100,0.2
0.00,200,220,1,smallGrid,100,0.4
0.01,200,220,2,smallGrid,100,0.4
0.01,200,220,1,smallGrid,100,0.6
0.00,200,220,2,smallGrid,100,0.6
0.00,200,220,1,smallGrid,100,0.8
0.01,200,220,2,smallGrid,100,0.8
0.03,200,220,1,smallGrid,100,1.0
0.02,200,220,2,smallGrid,100,1.0
0.00,200,240,1,smallGrid,20,0.2
0.01,200,240,2,smallGrid,20,0.2
0.01,200,240,1,smallGrid,20,0.4
0.01,200,240,2,smallGrid,20,0.4
0.01,200,240,1,smallGrid,20,0.6
0.01,200,240,2,smallGrid,20,0.6
0.01,200,240,1,smallGrid,20,0.8
0.00,200,240,2,smallGrid,20,0.8
0.01,200,240,1,smallGrid,20,1.0
0.02,200,240,2,smallGrid,20,1.0
0.01,200,240,1,smallGrid,40,0.2
0.00,200,240,2,smallGrid,40,0.2
0.01,200,240,1,smallGrid,40,0.4
0.00,200,240,2,smallGrid,40,0.4
0.00,200,240,1,smallGrid,40,0.6
0.00,200,240,2,smallGrid,40,0.6
0.00,200,240,1,smallGrid,40,0.8
0.01,200,240,2,smallGrid,40,0.8
0.01,200,240,1,smallGrid,40,1.0
0.01,200,240,2,smallGrid,40,1.0
0.01,200,240,1,smallGrid,60,0.2
0.00,200,240,2,smallGrid,60,0.2
0.00,200,240,1,smallGrid,60,0.4
0.00,200,240,2,smallGrid,60,0.4
0.01,200,240,1,smallGrid,60,0.6
0.01,200,240,2,smallGrid,60,0.6
0.01,200,240,1,smallGrid,60,0.8
0.00,200,240,2,smallGrid,60,0.8
0.01,200,240,1,smallGrid,60,1.0
0.01,200,240,2,smallGrid,60,1.0
0.01,200,240,1,smallGrid,80,0.2
0.01,200,240,2,smallGrid,80,0.2
0.00,200,240,1,smallGrid,80,0.4
0.01,200,240,2,smallGrid,80,0.4
0.01,200,240,1,smallGrid,80,0.6
0.00,200,240,2,smallGrid,80,0.6
0.00,200,240,1,smallGrid,80,0.8
0.00,200,240,2,smallGrid,80,0.8
0.02,200,240,1,smallGrid,80,1.0
0.01,200,240,2,smallGrid,80,1.0
0.01,200,240,1,smallGrid,100,0.2
0.01,200,240,2,smallGrid,100,0.2
0.00,200,240,1,smallGrid,100,0.4
0.00,200,240,2,smallGrid,100,0.4
0.01,200,240,1,smallGrid,100,0.6
0.01,200,240,2,smallGrid,100,0.6
0.00,200,240,1,smallGrid,100,0.8
0.01,200,240,2,smallGrid,100,0.8
0.02,200,240,1,smallGrid,100,1.0
0.01,200,240,2,smallGrid,100,1.0
0.01,200,260,1,smallGrid,20,0.2
0.01,200,260,2,smallGrid,20,0.2
0.01,200,260,1,smallGrid,20,0.4
0.00,200,260,2,smallGrid,20,0.4
0.01,200,260,1,smallGrid,20,0.6
0.00,200,260,2,smallGrid,20,0.6
0.01,200,260,1,smallGrid,20,0.8
0.01,200,260,2,smallGrid,20,0.8
0.04,200,260,1,smallGrid,20,1.0
0.03,200,260,2,smallGrid,20,1.0
0.01,200,260,1,smallGrid,40,0.2
0.00,200,260,2,smallGrid,40,0.2
0.00,200,260,1,smallGrid,40,0.4
0.01,200,260,2,smallGrid,40,0.4
0.02,200,260,1,smallGrid,40,0.6
0.01,200,260,2,smallGrid,40,0.6
0.01,200,260,1,smallGrid,40,0.8
0.01,200,260,2,smallGrid,40,0.8
0.02,200,260,1,smallGrid,40,1.0
0.01,200,260,2,smallGrid,40,1.0
0.00,200,260,1,smallGrid,60,0.2
0.01,200,260,2,smallGrid,60,0.2
0.01,200,260,1,smallGrid,60,0.4
0.01,200,260,2,smallGrid,60,0.4
0.01,200,260,1,smallGrid,60,0.6
0.01,200,260,2,smallGrid,60,0.6
0.00,200,260,1,smallGrid,60,0.8
0.00,200,260,2,smallGrid,60,0.8
0.01,200,260,1,smallGrid,60,1.0
0.04,200,260,2,smallGrid,60,1.0
0.01,200,260,1,smallGrid,80,0.2
0.01,200,260,2,smallGrid,80,0.2
0.00,200,260,1,smallGrid,80,0.4
0.01,200,260,2,smallGrid,80,0.4
0.01,200,260,1,smallGrid,80,0.6
0.01,200,260,2,smallGrid,80,0.6
0.00,200,260,1,smallGrid,80,0.8
0.01,200,260,2,smallGrid,80,0.8
0.03,200,260,1,smallGrid,80,1.0
0.04,200,260,2,smallGrid,80,1.0
0.01,200,260,1,smallGrid,100,0.2
0.00,200,260,2,smallGrid,100,0.2
0.01,200,260,1,smallGrid,100,0.4
0.00,200,260,2,smallGrid,100,0.4
0.00,200,260,1,smallGrid,100,0.6
0.01,200,260,2,smallGrid,100,0.6
0.01,200,260,1,smallGrid,100,0.8
0.00,200,260,2,smallGrid,100,0.8
0.05,200,260,1,smallGrid,100,1.0
0.00,200,260,2,smallGrid,100,1.0
0.00,200,280,1,smallGrid,20,0.2
0.01,200,280,2,smallGrid,20,0.2
0.00,200,280,1,smallGrid,20,0.4
0.02,200,280,2,smallGrid,20,0.4
0.01,200,280,1,smallGrid,20,0.6
0.00,200,280,2,smallGrid,20,0.6
0.01,200,280,1,smallGrid,20,0.8
0.01,200,280,2,smallGrid,20,0.8
0.02,200,280,1,smallGrid,20,1.0
0.00,200,280,2,smallGrid,20,1.0
0.00,200,280,1,smallGrid,40,0.2
0.01,200,280,2,smallGrid,40,0.2
0.01,200,280,1,smallGrid,40,0.4
0.01,200,280,2,smallGrid,40,0.4
0.01,200,280,1,smallGrid,40,0.6
0.01,200,280,2,smallGrid,40,0.6
0.01,200,280,1,smallGrid,40,0.8
0.01,200,280,2,smallGrid,40,0.8
0.06,200,280,1,smallGrid,40,1.0
0.01,200,280,2,smallGrid,40,1.0
0.01,200,280,1,smallGrid,60,0.2
0.01,200,280,2,smallGrid,60,0.2
0.02,200,280,1,smallGrid,60,0.4
0.01,200,280,2,smallGrid,60,0.4
0.01,200,280,1,smallGrid,60,0.6
0.01,200,280,2,smallGrid,60,0.6
0.00,200,280,1,smallGrid,60,0.8
0.01,200,280,2,smallGrid,60,0.8
0.07,200,280,1,smallGrid,60,1.0
0.01,200,280,2,smallGrid,60,1.0
0.01,200,280,1,smallGrid,80,0.2
0.01,200,280,2,smallGrid,80,0.2
0.00,200,280,1,smallGrid,80,0.4
0.01,200,280,2,smallGrid,80,0.4
0.01,200,280,1,smallGrid,80,0.6
0.00,200,280,2,smallGrid,80,0.6
0.01,200,280,1,smallGrid,80,0.8
0.00,200,280,2,smallGrid,80,0.8
0.06,200,280,1,smallGrid,80,1.0
0.09,200,280,2,smallGrid,80,1.0
0.00,200,280,1,smallGrid,100,0.2
0.01,200,280,2,smallGrid,100,0.2
0.00,200,280,1,smallGrid,100,0.4
0.00,200,280,2,smallGrid,100,0.4
0.01,200,280,1,smallGrid,100,0.6
0.01,200,280,2,smallGrid,100,0.6
0.00,200,280,1,smallGrid,100,0.8
0.00,200,280,2,smallGrid,100,0.8
0.02,200,280,1,smallGrid,100,1.0
0.01,200,280,2,smallGrid,100,1.0
0.00,200,300,1,smallGrid,20,0.2
0.00,200,300,2,smallGrid,20,0.2
0.01,200,300,1,smallGrid,20,0.4
0.01,200,300,2,smallGrid,20,0.4
0.01,200,300,1,smallGrid,20,0.6
0.01,200,300,2,smallGrid,20,0.6
0.01,200,300,1,smallGrid,20,0.8
0.00,200,300,2,smallGrid,20,0.8
0.03,200,300,1,smallGrid,20,1.0
0.03,200,300,2,smallGrid,20,1.0
0.01,200,300,1,smallGrid,40,0.2
0.01,200,300,2,smallGrid,40,0.2
0.01,200,300,1,smallGrid,40,0.4
0.01,200,300,2,smallGrid,40,0.4
0.01,200,300,1,smallGrid,40,0.6
0.01,200,300,2,smallGrid,40,0.6
0.01,200,300,1,smallGrid,40,0.8
0.01,200,300,2,smallGrid,40,0.8
0.02,200,300,1,smallGrid,40,1.0
0.03,200,300,2,smallGrid,40,1.0
0.01,200,300,1,smallGrid,60,0.2
0.01,200,300,2,smallGrid,60,0.2
0.00,200,300,1,smallGrid,60,0.4
0.00,200,300,2,smallGrid,60,0.4
0.00,200,300,1,smallGrid,60,0.6
0.01,200,300,2,smallGrid,60,0.6
0.02,200,300,1,smallGrid,60,0.8
0.01,200,300,2,smallGrid,60,0.8
0.07,200,300,1,smallGrid,60,1.0
0.01,200,300,2,smallGrid,60,1.0
0.00,200,300,1,smallGrid,80,0.2
0.00,200,300,2,smallGrid,80,0.2
0.01,200,300,1,smallGrid,80,0.4
0.00,200,300,2,smallGrid,80,0.4
0.01,200,300,1,smallGrid,80,0.6
0.00,200,300,2,smallGrid,80,0.6
0.00,200,300,1,smallGrid,80,0.8
0.01,200,300,2,smallGrid,80,0.8
0.01,200,300,1,smallGrid,80,1.0
0.01,200,300,2,smallGrid,80,1.0
0.01,200,300,1,smallGrid,100,0.2
0.00,200,300,2,smallGrid,100,0.2
0.01,200,300,1,smallGrid,100,0.4
0.01,200,300,2,smallGrid,100,0.4
0.01,200,300,1,smallGrid,100,0.6
0.01,200,300,2,smallGrid,100,0.6
0.01,200,300,1,smallGrid,100,0.8
0.01,200,300,2,smallGrid,100,0.8
0.01,200,300,1,smallGrid,100,1.0
0.01,200,300,2,smallGrid,100,1.0
0.02,300,320,1,smallGrid,20,0.2
0.01,300,320,2,smallGrid,20,0.2
0.01,300,320,1,smallGrid,20,0.4
0.00,300,320,2,smallGrid,20,0.4
0.01,300,320,1,smallGrid,20,0.6
0.02,300,320,2,smallGrid,20,0.6
0.01,300,320,1,smallGrid,20,0.8
0.00,300,320,2,smallGrid,20,0.8
0.02,300,320,1,smallGrid,20,1.0
0.03,300,320,2,smallGrid,20,1.0
0.00,300,320,1,smallGrid,40,0.2
0.01,300,320,2,smallGrid,40,0.2
0.01,300,320,1,smallGrid,40,0.4
0.03,300,320,2,smallGrid,40,0.4
0.03,300,320,1,smallGrid,40,0.6
0.01,300,320,2,smallGrid,40,0.6
0.01,300,320,1,smallGrid,40,0.8
0.01,300,320,2,smallGrid,40,0.8
0.01,300,320,1,smallGrid,40,1.0
0.01,300,320,2,smallGrid,40,1.0
0.00,300,320,1,smallGrid,60,0.2
0.01,300,320,2,smallGrid,60,0.2
0.02,300,320,1,smallGrid,60,0.4
0.02,300,320,2,smallGrid,60,0.4
0.03,300,320,1,smallGrid,60,0.6
0.00,300,320,2,smallGrid,60,0.6
0.03,300,320,1,smallGrid,60,0.8
0.01,300,320,2,smallGrid,60,0.8
0.06,300,320,1,smallGrid,60,1.0
0.01,300,320,2,smallGrid,60,1.0
0.05,100,120,1,smallGrid2,50,0.2
0.00,100,120,2,smallGrid2,50,0.2
0.03,100,120,1,smallGrid2,50,0.4
0.01,100,120,2,smallGrid2,50,0.4
0.05,100,120,1,smallGrid2,50,0.6
0.00,100,120,2,smallGrid2,50,0.6
0.01,100,120,1,smallGrid2,50,0.8
0.00,100,120,2,smallGrid2,50,0.8
0.23,100,120,1,smallGrid2,50,1.0
0.03,100,120,2,smallGrid2,50,1.0
0.01,100,120,1,smallGrid2,100,0.2
0.00,100,120,2,smallGrid2,100,0.2
0.01,100,120,1,smallGrid2,100,0.4
0.00,100,120,2,smallGrid2,100,0.4
0.11,100,120,1,smallGrid2,100,0.6
0.01,100,120,2,smallGrid2,100,0.6
0.01,100,120,1,smallGrid2,100,0.8
0.01,100,120,2,smallGrid2,100,0.8
0.18,100,120,1,smallGrid2,100,1.0
0.03,100,120,2,smallGrid2,100,1.0
0.08,100,120,1,smallGrid2,150,0.2
0.01,100,120,2,smallGrid2,150,0.2
0.00,100,120,1,smallGrid2,150,0.4
0.00,100,120,2,smallGrid2,150,0.4
0.03,100,120,1,smallGrid2,150,0.6
0.00,100,120,2,smallGrid2,150,0.6
0.13,100,120,1,smallGrid2,150,0.8
0.00,100,120,2,smallGrid2,150,0.8
0.24,100,120,1,smallGrid2,150,1.0
0.01,100,120,2,smallGrid2,150,1.0
0.11,100,120,1,smallGrid2,200,0.2
0.00,100,120,2,smallGrid2,200,0.2
0.04,100,120,1,smallGrid2,50,0.6
0.00,100,120,2,smallGrid2,50,0.6
0.06,100,120,1,smallGrid2,50,0.8
0.01,100,120,2,smallGrid2,50,0.8
0.25,100,120,1,smallGrid2,50,1.0
0.01,100,120,2,smallGrid2,50,1.0
0.00,100,120,1,smallGrid2,100,0.6
0.01,100,120,2,smallGrid2,100,0.6
0.11,100,120,1,smallGrid2,100,0.8
0.00,100,120,2,smallGrid2,100,0.8
0.09,100,120,1,smallGrid2,100,1.0
0.01,100,120,2,smallGrid2,100,1.0
0.00,100,120,1,smallGrid2,150,0.6
0.00,100,120,2,smallGrid2,150,0.6
0.04,100,120,1,smallGrid2,150,0.8
0.01,100,120,2,smallGrid2,150,0.8
0.15,100,120,1,smallGrid2,150,1.0
0.02,100,120,2,smallGrid2,150,1.0
0.00,100,120,1,smallGrid2,200,0.6
0.00,100,120,2,smallGrid2,200,0.6
0.01,100,120,1,smallGrid2,200,0.8
0.01,100,120,2,smallGrid2,200,0.8
0.05,100,120,1,smallGrid2,200,1.0
0.10,100,120,2,smallGrid2,200,1.0
0.03,100,130,1,smallGrid2,50,0.6
0.01,100,130,2,smallGrid2,50,0.6
0.00,100,130,1,smallGrid2,50,0.8
0.02,100,130,2,smallGrid2,50,0.8
0.37,100,130,1,smallGrid2,50,1.0
0.04,100,130,2,smallGrid2,50,1.0
0.03,100,130,1,smallGrid2,100,0.6
0.01,100,130,2,smallGrid2,100,0.6
0.06,100,130,1,smallGrid2,100,0.8
0.01,100,130,2,smallGrid2,100,0.8
0.37,100,130,1,smallGrid2,100,1.0
0.07,100,130,2,smallGrid2,100,1.0
0.04,100,130,1,smallGrid2,150,0.6
0.01,100,130,2,smallGrid2,150,0.6
0.08,100,130,1,smallGrid2,150,0.8
0.00,100,130,2,smallGrid2,150,0.8
0.18,100,130,1,smallGrid2,150,1.0
0.01,100,130,2,smallGrid2,150,1.0
0.14,100,130,1,smallGrid2,200,0.6
0.00,100,130,2,smallGrid2,200,0.6
0.03,100,130,1,smallGrid2,200,0.8
0.00,100,130,2,smallGrid2,200,0.8
0.25,100,130,1,smallGrid2,200,1.0
0.02,100,130,2,smallGrid2,200,1.0
0.10,100,140,1,smallGrid2,50,0.6
0.00,100,140,2,smallGrid2,50,0.6
0.04,100,140,1,smallGrid2,50,0.8
0.00,100,140,2,smallGrid2,50,0.8
0.26,100,140,1,smallGrid2,50,1.0
0.04,100,140,2,smallGrid2,50,1.0
0.07,100,140,1,smallGrid2,100,0.6
0.00,100,140,2,smallGrid2,100,0.6
0.00,100,140,1,smallGrid2,100,0.8
0.00,100,140,2,smallGrid2,100,0.8
0.11,100,140,1,smallGrid2,100,1.0
0.03,100,140,2,smallGrid2,100,1.0
0.03,100,140,1,smallGrid2,150,0.6
0.01,100,140,2,smallGrid2,150,0.6
0.01,100,140,1,smallGrid2,150,0.8
0.00,100,140,2,smallGrid2,150,0.8
0.30,100,140,1,smallGrid2,150,1.0
0.09,100,140,2,smallGrid2,150,1.0
0.09,100,140,1,smallGrid2,200,0.6
0.01,100,140,2,smallGrid2,200,0.6
0.04,100,140,1,smallGrid2,200,0.8
